station;year;month;day;period;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99
29;2019;8;6;N;049.4;060.9;053.1;039.7;033.9;033.0
29;2019;8;6;T;055.5;065.1;059.4;051.0;037.0;033.2
30;2019;8;6;D;058.7;065.3;060.6;056.8;053.7;050.3
30;2019;8;6;E;057.5;064.9;059.6;055.6;052.8;051.0
30;2019;8;6;N;053.4;062.9;056.0;048.1;042.4;040.6
30;2019;8;6;T;057.3;064.8;059.8;055.2;045.2;041.2
31;2019;8;6;D;060.6;070.7;065.4;052.6;047.6;044.8
31;2019;8;6;E;061.5;070.8;066.4;055.2;050.1;048.0
31;2019;8;6;N;051.8;064.0;049.5;045.1;041.1;038.3
31;2019;8;6;T;059.3;070.1;064.0;050.7;043.5;039.4
47;2019;8;6;D;054.5;062.1;058.4;051.5;046.3;043.4
47;2019;8;6;E;055.9;066.5;055.9;050.4;045.1;042.8
47;2019;8;6;N;048.9;058.9;051.5;043.8;036.9;034.9
47;2019;8;6;T;053.6;062.2;056.8;049.8;040.9;035.5
48;2019;8;6;D;061.3;066.3;063.3;060.7;057.5;053.9
48;2019;8;6;E;060.2;065.4;062.4;059.8;056.0;052.4
48;2019;8;6;N;055.3;061.9;058.9;053.5;048.1;046.1
48;2019;8;6;T;059.9;065.6;062.6;059.2;051.1;046.6
50;2019;8;6;D;065.4;072.0;066.0;062.8;059.6;057.3
50;2019;8;6;E;064.7;070.5;065.5;062.2;059.1;057.0
50;2019;8;6;N;058.6;066.8;061.5;055.3;049.2;046.5
50;2019;8;6;T;063.9;069.6;065.3;061.4;052.5;047.6
54;2019;8;6;D;058.3;065.0;061.1;057.1;053.1;049.3
54;2019;8;6;E;058.2;064.4;061.0;057.2;053.2;047.9
54;2019;8;6;N;052.0;061.6;055.5;048.1;038.8;036.4
54;2019;8;6;T;057.0;064.4;060.5;055.5;042.9;037.4
55;2019;8;6;D;056.8;063.3;058.1;053.0;049.7;047.5
55;2019;8;6;E;054.3;061.7;056.4;050.9;047.8;046.6
55;2019;8;6;N;049.5;058.6;050.9;046.8;044.8;040.7
55;2019;8;6;T;055.0;062.3;056.7;051.0;045.9;042.5
86;2019;8;6;D;055.8;065.3;059.1;051.2;046.4;042.0
86;2019;8;6;E;055.2;064.3;058.7;051.8;048.4;045.6
86;2019;8;6;N;049.1;060.0;049.9;043.8;037.5;036.1
86;2019;8;6;T;054.4;064.3;057.8;049.5;041.6;036.4
1;2019;8;5;D;066.9;072.8;069.8;065.2;059.0;056.4
1;2019;8;5;E;065.3;072.3;068.6;062.3;057.5;055.1
1;2019;8;5;N;063.0;070.0;066.3;057.6;049.4;045.7
1;2019;8;5;T;065.7;072.3;069.0;062.6;053.4;046.7
2;2019;8;5;D;068.7;075.0;070.5;067.4;063.5;060.5
2;2019;8;5;E;067.9;074.3;069.5;066.3;062.6;060.1
2;2019;8;5;N;064.5;071.3;067.2;061.6;054.9;050.0
2;2019;8;5;T;067.5;074.0;069.7;065.8;059.0;052.0
3;2019;8;5;D;062.4;073.7;064.0;058.6;054.1;049.7
3;2019;8;5;E;060.1;068.4;061.9;057.6;055.0;053.3
3;2019;8;5;N;059.3;068.6;061.8;054.9;051.2;049.1
3;2019;8;5;T;061.0;070.3;062.9;057.5;052.3;049.6
4;2019;8;5;D;062.5;072.3;064.1;060.6;057.7;055.7
4;2019;8;5;E;061.7;070.2;063.5;059.3;056.5;054.5
4;2019;8;5;N;057.3;065.8;059.9;054.5;049.7;047.2
4;2019;8;5;T;061.2;070.6;063.3;059.1;052.3;048.1
5;2019;8;5;D;059.1;064.8;061.5;057.9;054.4;051.4
5;2019;8;5;E;062.3;069.0;062.6;059.1;056.0;053.5
5;2019;8;5;N;053.4;062.0;056.7;050.4;043.8;039.8
5;2019;8;5;T;058.8;065.1;061.1;056.7;047.5;041.0
6;2019;8;5;D;069.6;076.4;072.7;067.3;062.5;059.9
6;2019;8;5;E;068.2;075.0;071.3;064.8;060.4;056.4
6;2019;8;5;N;064.4;071.9;067.2;059.8;051.5;046.5
6;2019;8;5;T;068.1;075.6;071.8;064.8;056.1;048.4
11;2019;8;5;D;067.2;072.7;068.9;065.2;059.8;055.3
11;2019;8;5;E;065.5;072.3;067.9;063.3;057.1;053.4
11;2019;8;5;N;058.0;067.7;062.4;051.9;040.6;037.6
11;2019;8;5;T;065.3;071.8;068.1;062.6;046.3;038.5
12;2019;8;5;D;062.0;068.7;063.5;059.8;056.6;053.9
12;2019;8;5;E;061.2;068.9;062.9;059.1;055.8;053.2
12;2019;8;5;N;055.5;064.1;058.4;052.2;044.0;039.4
12;2019;8;5;T;060.5;067.7;062.7;058.3;048.9;041.0
13;2019;8;5;D;055.0;063.0;057.7;053.0;048.8;044.7
13;2019;8;5;E;059.6;065.7;059.6;054.5;050.8;048.8
13;2019;8;5;N;053.7;062.3;055.3;047.0;038.2;036.4
13;2019;8;5;T;055.9;063.7;057.7;052.3;045.0;037.1
14;2019;8;5;D;064.1;070.5;065.3;062.0;059.3;057.4
14;2019;8;5;E;062.3;068.4;064.6;061.6;058.5;055.6
14;2019;8;5;N;058.7;065.8;061.6;056.8;050.8;047.9
14;2019;8;5;T;062.6;069.2;064.5;060.9;054.3;049.1
16;2019;8;5;D;059.8;065.9;062.9;058.4;050.2;044.4
16;2019;8;5;E;059.7;066.0;062.0;056.8;048.1;043.6
16;2019;8;5;N;053.7;062.9;058.2;045.0;036.5;034.1
16;2019;8;5;T;058.5;065.5;062.1;055.7;039.9;034.7
17;2019;8;5;D;055.5;063.3;057.5;052.7;048.3;044.0
17;2019;8;5;E;059.2;067.3;062.1;057.4;053.6;051.3
17;2019;8;5;N;052.0;061.5;054.5;046.7;039.7;036.9
17;2019;8;5;T;055.6;064.4;058.6;052.2;044.5;037.7
18;2019;8;5;D;057.9;067.5;061.6;053.5;046.6;043.5
18;2019;8;5;E;059.2;069.9;061.6;055.1;049.1;045.4
18;2019;8;5;N;048.7;058.3;052.1;045.1;042.1;041.1
18;2019;8;5;T;056.8;067.0;060.1;051.3;043.1;041.4
19;2019;8;5;D;059.1;068.2;062.2;056.0;050.6;047.7
19;2019;8;5;E;061.9;068.3;061.7;055.7;050.9;048.7
19;2019;8;5;N;054.7;065.2;058.0;048.9;040.1;036.1
19;2019;8;5;T;058.8;067.6;061.3;054.1;044.7;037.3
20;2019;8;5;D;061.1;072.9;061.9;055.3;051.4;047.5
20;2019;8;5;E;059.0;068.5;060.6;055.5;052.5;050.8
20;2019;8;5;N;051.1;061.5;053.5;046.2;039.9;037.2
20;2019;8;5;T;059.2;070.8;060.3;053.8;044.3;037.9
24;2019;8;5;D;049.5;059.2;052.6;046.4;043.0;041.0
24;2019;8;5;E;047.3;053.8;049.9;045.9;044.2;042.7
24;2019;8;5;N;042.1;049.4;044.3;041.6;036.3;035.1
24;2019;8;5;T;047.7;057.8;050.6;044.9;040.4;035.4
25;2019;8;5;D;065.7;069.6;067.4;065.3;063.3;061.6
25;2019;8;5;E;064.4;068.1;065.8;064.1;061.9;059.4
25;2019;8;5;N;061.3;066.8;064.6;060.3;053.1;045.4
25;2019;8;5;T;064.4;068.9;066.7;064.2;057.7;049.6
26;2019;8;5;D;059.4;065.7;062.5;057.7;054.7;053.0
26;2019;8;5;E;058.5;065.8;061.3;055.7;053.2;051.4
26;2019;8;5;N;055.4;063.8;058.6;053.2;046.6;041.3
26;2019;8;5;T;058.3;065.2;061.7;056.1;050.7;043.0
27;2019;8;5;D;060.3;070.5;065.0;051.8;047.5;044.1
27;2019;8;5;E;059.1;069.5;063.4;050.6;047.3;045.2
27;2019;8;5;N;055.1;067.5;056.1;047.0;039.3;034.2
27;2019;8;5;T;058.9;069.8;063.3;049.9;044.3;035.8
28;2019;8;5;D;066.4;073.8;070.2;063.8;055.0;048.2
28;2019;8;5;E;064.6;072.3;068.1;061.2;051.3;045.4
28;2019;8;5;N;058.9;070.2;062.1;048.3;039.2;036.8
28;2019;8;5;T;064.7;073.1;069.0;060.2;042.5;037.6
29;2019;8;5;D;055.8;064.0;059.8;052.7;045.8;041.3
29;2019;8;5;E;055.7;065.8;058.3;051.3;044.1;039.5
29;2019;8;5;N;048.8;060.7;051.7;039.7;034.2;033.1
29;2019;8;5;T;054.4;063.6;058.5;049.9;036.1;033.4
30;2019;8;5;D;058.0;064.7;060.4;056.8;053.8;050.1
30;2019;8;5;E;057.6;064.3;059.3;055.8;053.3;052.0
30;2019;8;5;N;051.2;060.0;055.2;046.0;040.9;039.3
30;2019;8;5;T;056.6;064.0;059.5;055.3;043.7;040.0
31;2019;8;5;D;060.6;070.6;065.5;052.7;047.5;045.1
31;2019;8;5;E;061.6;070.7;066.5;054.9;050.1;047.8
31;2019;8;5;N;051.0;063.7;049.7;044.2;040.4;036.2
31;2019;8;5;T;059.4;070.1;064.1;050.6;042.8;037.4
47;2019;8;5;D;052.8;060.9;055.5;050.7;045.7;042.7
47;2019;8;5;E;056.2;069.1;056.7;050.2;044.2;042.0
47;2019;8;5;N;048.2;058.0;050.8;043.2;036.1;034.6
47;2019;8;5;T;052.7;062.4;054.5;048.8;040.2;035.2
48;2019;8;5;D;061.2;065.7;063.0;060.9;058.1;054.5
48;2019;8;5;E;060.3;065.7;062.4;059.8;056.0;053.1
48;2019;8;5;N;055.8;062.3;059.1;054.1;049.3;046.7
48;2019;8;5;T;059.9;065.2;062.6;059.5;051.8;047.6
50;2019;8;5;D;064.8;070.8;066.4;062.9;059.7;057.4
50;2019;8;5;E;065.4;071.0;065.2;061.9;058.5;056.0
50;2019;8;5;N;059.5;066.8;062.4;056.4;049.9;046.0
50;2019;8;5;T;063.8;070.5;065.5;061.4;053.3;047.3
54;2019;8;5;D;058.3;064.8;061.3;057.1;053.0;049.3
54;2019;8;5;E;058.4;064.5;060.9;056.7;052.2;047.5
54;2019;8;5;N;052.6;062.3;056.3;049.0;037.0;034.4
54;2019;8;5;T;057.1;064.2;060.5;055.4;042.7;035.3
55;2019;8;5;D;055.5;063.6;058.1;052.8;049.3;047.1
55;2019;8;5;E;055.2;063.9;056.6;051.0;047.6;046.3
55;2019;8;5;N;049.3;059.0;050.7;046.5;044.2;039.8
55;2019;8;5;T;054.1;062.6;056.8;050.8;045.6;041.8
86;2019;8;5;D;059.0;072.4;061.3;051.3;046.2;041.4
86;2019;8;5;E;054.9;064.0;058.3;051.1;047.9;046.0
86;2019;8;5;N;049.5;060.4;049.7;042.5;035.9;035.1
86;2019;8;5;T;056.7;071.1;058.6;049.1;038.8;035.3
1;2019;8;4;D;062.9;069.8;066.6;059.4;053.6;050.3
1;2019;8;4;E;064.3;070.5;067.9;062.0;056.9;054.0
1;2019;8;4;N;063.2;070.0;067.3;059.7;054.0;050.9
1;2019;8;4;T;063.3;069.9;067.1;060.0;054.1;050.9
2;2019;8;4;D;066.5;073.0;067.9;063.7;059.4;055.6
2;2019;8;4;E;067.1;074.0;068.6;065.2;061.4;059.1
2;2019;8;4;N;064.7;071.4;067.4;062.5;057.0;053.5
2;2019;8;4;T;066.1;072.8;067.9;063.6;058.7;054.6
3;2019;8;4;D;057.8;065.9;060.4;055.7;051.8;049.4
3;2019;8;4;E;059.4;068.0;061.4;057.5;055.1;053.7
3;2019;8;4;N;061.1;070.6;063.4;058.2;054.5;051.1
3;2019;8;4;T;059.7;069.1;062.0;056.8;052.9;049.8
4;2019;8;4;D;059.3;067.4;061.5;057.4;054.3;051.7
4;2019;8;4;E;061.2;068.9;062.6;058.6;056.2;054.5
4;2019;8;4;N;058.8;068.0;061.2;056.4;052.0;049.2
4;2019;8;4;T;059.5;067.7;061.6;057.3;053.5;050.2
5;2019;8;4;D;057.8;063.6;059.7;055.4;050.2;044.6
5;2019;8;4;E;060.5;068.9;062.4;058.4;054.9;052.3
5;2019;8;4;N;055.5;065.6;059.8;049.3;042.1;038.6
5;2019;8;4;T;057.5;064.8;060.1;054.9;045.4;039.7
6;2019;8;4;D;065.6;072.9;069.3;062.7;056.2;051.5
6;2019;8;4;E;067.2;073.7;070.5;064.4;060.0;056.1
6;2019;8;4;N;065.8;072.8;068.8;062.1;055.0;049.5
6;2019;8;4;T;065.9;072.8;069.3;062.9;056.3;050.8
11;2019;8;4;D;062.0;069.0;065.6;059.8;053.1;043.6
11;2019;8;4;E;064.8;070.1;066.2;061.4;055.9;052.3
11;2019;8;4;N;059.8;067.9;063.1;054.5;044.4;039.9
11;2019;8;4;T;061.9;068.9;065.2;058.8;048.6;041.1
12;2019;8;4;D;059.2;067.6;060.7;056.3;052.0;047.5
12;2019;8;4;E;061.5;070.0;061.8;058.0;054.9;052.5
12;2019;8;4;N;055.6;063.0;058.3;053.5;047.6;043.2
12;2019;8;4;T;058.9;067.0;060.4;055.9;050.3;044.8
13;2019;8;4;D;053.4;061.6;056.0;050.6;045.0;038.8
13;2019;8;4;E;056.8;066.1;059.8;053.9;049.9;047.8
13;2019;8;4;N;053.1;061.7;055.5;048.6;039.6;037.0
13;2019;8;4;T;053.9;063.1;056.7;050.8;043.2;037.7
14;2019;8;4;D;061.1;067.5;063.3;059.9;056.3;053.1
14;2019;8;4;E;062.8;069.0;064.4;061.4;059.0;057.3
14;2019;8;4;N;059.9;067.0;062.5;058.0;053.0;050.1
14;2019;8;4;T;061.1;067.7;063.3;059.7;055.0;051.2
16;2019;8;4;D;056.5;063.9;060.6;053.9;043.7;038.7
16;2019;8;4;E;057.5;064.7;061.2;055.5;045.7;042.1
16;2019;8;4;N;054.0;062.8;058.7;048.6;038.5;035.2
16;2019;8;4;T;056.0;063.8;060.3;052.8;041.2;036.4
17;2019;8;4;D;054.4;063.7;057.3;051.4;046.1;040.7
17;2019;8;4;E;060.1;070.8;061.9;056.5;052.5;049.7
17;2019;8;4;N;054.4;064.8;057.7;047.8;041.7;035.2
17;2019;8;4;T;055.8;065.5;058.4;051.6;044.2;036.3
18;2019;8;4;D;059.1;069.7;062.9;051.6;043.4;040.4
18;2019;8;4;E;060.0;071.4;062.3;053.2;046.8;043.9
18;2019;8;4;N;049.5;058.8;053.1;045.3;040.0;038.6
18;2019;8;4;T;057.7;069.2;060.8;049.4;041.2;039.2
19;2019;8;4;D;057.6;067.7;060.1;052.5;046.1;042.3
19;2019;8;4;E;059.1;068.2;060.7;054.2;049.7;047.4
19;2019;8;4;N;053.9;062.7;057.0;048.5;041.5;037.4
19;2019;8;4;T;057.0;066.9;059.4;051.7;044.2;039.2
20;2019;8;4;D;060.1;066.3;058.7;053.1;047.5;040.6
20;2019;8;4;E;058.4;066.9;060.1;054.6;052.1;050.5
20;2019;8;4;N;052.0;062.0;054.3;047.8;042.5;037.5
20;2019;8;4;T;058.3;065.5;058.2;052.3;045.0;038.9
24;2019;8;4;D;047.8;054.8;050.9;046.2;042.1;038.5
24;2019;8;4;E;048.9;054.9;051.0;046.9;044.7;043.2
24;2019;8;4;N;043.0;051.5;045.5;041.8;036.4;035.1
24;2019;8;4;T;046.9;054.3;050.1;044.7;040.5;035.4
25;2019;8;4;D;063.6;066.9;065.0;063.0;060.5;058.0
25;2019;8;4;E;063.9;066.9;065.4;063.6;061.8;060.0
25;2019;8;4;N;060.9;065.8;063.6;060.2;054.5;048.2
25;2019;8;4;T;062.9;066.8;064.8;062.6;058.1;051.7
26;2019;8;4;D;057.4;064.6;060.7;055.3;052.8;050.9
26;2019;8;4;E;057.5;063.9;060.6;055.7;053.6;052.1
26;2019;8;4;N;054.9;063.9;057.9;052.6;047.4;044.2
26;2019;8;4;T;056.8;064.3;060.2;054.8;050.5;045.3
27;2019;8;4;D;058.3;069.5;062.0;049.8;046.4;042.0
27;2019;8;4;E;057.7;068.7;061.8;049.1;046.2;043.1
27;2019;8;4;N;055.2;067.5;055.7;047.8;042.2;038.3
27;2019;8;4;T;057.3;068.9;060.5;048.9;044.5;039.6
28;2019;8;4;D;064.0;072.6;068.0;059.8;048.5;041.5
28;2019;8;4;E;063.7;072.3;067.4;059.5;049.6;044.5
28;2019;8;4;N;057.8;068.9;061.5;047.2;037.6;035.6
28;2019;8;4;T;062.7;071.9;066.9;056.9;041.4;036.3
29;2019;8;4;D;054.0;062.6;057.7;051.3;042.5;037.7
29;2019;8;4;E;054.4;063.3;058.2;051.2;043.7;039.9
29;2019;8;4;N;051.2;061.3;055.1;042.5;035.3;034.0
29;2019;8;4;T;053.2;062.4;057.3;048.7;037.9;034.3
30;2019;8;4;D;055.2;062.0;057.9;054.1;045.5;042.1
30;2019;8;4;E;059.0;067.3;060.3;056.3;053.3;051.4
30;2019;8;4;N;051.8;060.7;055.7;047.7;041.8;040.4
30;2019;8;4;T;055.3;062.9;057.9;053.2;043.1;041.1
31;2019;8;4;D;059.2;070.1;064.2;049.5;043.1;039.9
31;2019;8;4;E;060.3;070.0;065.2;052.3;048.3;047.1
31;2019;8;4;N;053.5;065.0;050.4;045.7;041.5;038.5
31;2019;8;4;T;058.1;069.6;062.3;048.5;042.6;039.4
47;2019;8;4;D;049.8;059.3;052.3;046.0;040.2;037.2
47;2019;8;4;E;054.0;064.8;055.2;049.7;043.5;041.4
47;2019;8;4;N;047.7;056.9;050.9;043.5;037.3;034.7
47;2019;8;4;T;050.4;059.8;052.3;045.7;039.1;035.5
48;2019;8;4;D;057.9;063.8;060.4;057.1;052.7;049.1
48;2019;8;4;E;058.9;063.5;060.9;058.4;054.7;052.1
48;2019;8;4;N;057.2;062.7;059.8;056.3;051.9;048.5
48;2019;8;4;T;057.9;063.3;060.3;057.1;052.6;049.1
50;2019;8;4;D;063.9;072.0;063.6;059.8;055.3;051.6
50;2019;8;4;E;061.9;068.3;064.1;060.8;057.4;055.1
50;2019;8;4;N;060.2;067.8;063.0;057.8;051.8;048.3
50;2019;8;4;T;062.6;068.3;063.5;059.5;054.1;049.7
54;2019;8;4;D;057.9;062.9;058.8;053.7;046.2;038.4
54;2019;8;4;E;058.1;065.6;060.5;056.0;051.5;047.6
54;2019;8;4;N;053.8;062.7;056.7;050.4;037.9;034.7
54;2019;8;4;T;056.9;063.5;058.8;053.2;042.1;035.9
55;2019;8;4;D;053.5;061.5;055.6;050.8;046.3;042.5
55;2019;8;4;E;053.6;061.6;056.3;050.5;047.6;046.3
55;2019;8;4;N;049.0;058.6;050.6;046.6;044.5;042.0
55;2019;8;4;T;052.5;060.8;055.0;049.3;045.3;042.3
86;2019;8;4;D;053.4;063.7;056.3;047.9;042.6;038.2
86;2019;8;4;E;054.3;064.2;057.8;049.8;046.8;044.6
86;2019;8;4;N;048.0;059.5;048.5;043.2;037.2;035.4
86;2019;8;4;T;052.7;063.2;055.6;047.2;039.8;036.1
1;2019;8;3;D;064.7;071.0;068.1;061.8;056.1;053.0
1;2019;8;3;E;065.2;071.5;068.3;062.3;057.2;054.9
1;2019;8;3;N;063.3;070.3;067.3;059.7;053.5;050.3
1;2019;8;3;T;064.4;070.9;067.9;061.2;055.3;051.3
2;2019;8;3;D;067.0;073.3;068.9;065.3;060.9;057.9
2;2019;8;3;E;067.2;073.8;069.0;065.8;062.3;060.0
2;2019;8;3;N;066.6;072.0;067.9;063.4;058.0;053.7
2;2019;8;3;T;066.8;073.0;068.7;064.9;060.0;055.5
3;2019;8;3;D;060.2;068.0;063.7;057.5;053.5;049.3
3;2019;8;3;E;059.8;067.5;061.9;058.1;055.9;054.2
3;2019;8;3;N;061.4;071.4;063.8;058.0;054.4;052.3
3;2019;8;3;T;060.6;069.3;063.5;057.9;054.2;050.2
4;2019;8;3;D;060.0;067.5;062.3;058.1;055.1;052.4
4;2019;8;3;E;060.2;067.0;062.3;058.8;056.3;054.6
4;2019;8;3;N;058.9;067.7;061.1;056.1;051.1;047.5
4;2019;8;3;T;059.6;067.3;062.0;057.8;053.7;048.9
5;2019;8;3;D;058.7;064.3;060.4;056.2;051.8;047.2
5;2019;8;3;E;062.4;070.9;064.7;059.6;055.6;052.4
5;2019;8;3;N;054.0;063.3;057.5;050.3;043.9;040.3
5;2019;8;3;T;058.9;066.8;061.5;055.7;046.9;041.3
6;2019;8;3;D;067.5;074.0;070.5;064.5;059.6;055.6
6;2019;8;3;E;067.8;073.8;070.8;064.8;060.6;057.3
6;2019;8;3;N;065.1;072.6;068.6;062.1;055.7;050.7
6;2019;8;3;T;067.0;073.7;070.1;063.9;058.2;052.8
11;2019;8;3;D;064.5;070.3;066.5;061.1;054.8;048.8
11;2019;8;3;E;064.7;069.9;066.4;061.6;056.2;053.3
11;2019;8;3;N;061.5;068.2;063.7;055.3;044.4;039.7
11;2019;8;3;T;063.8;069.8;065.9;059.7;050.1;041.1
12;2019;8;3;D;063.0;070.0;065.9;058.6;053.8;049.9
12;2019;8;3;E;060.8;070.0;061.8;057.9;054.8;052.7
12;2019;8;3;N;057.6;065.1;059.0;053.8;047.9;043.7
12;2019;8;3;T;061.4;069.4;063.9;057.0;051.0;045.4
13;2019;8;3;D;054.4;062.5;057.0;051.8;046.7;040.4
13;2019;8;3;E;056.0;064.2;058.6;054.1;050.6;048.4
13;2019;8;3;N;052.7;062.2;054.6;047.2;040.3;038.2
13;2019;8;3;T;054.3;062.7;056.9;051.2;043.9;038.7
14;2019;8;3;D;062.1;068.6;063.9;060.8;057.7;055.1
14;2019;8;3;E;062.0;067.6;063.9;061.2;059.0;057.1
14;2019;8;3;N;060.2;066.6;063.0;058.9;053.0;049.6
14;2019;8;3;T;061.5;067.8;063.7;060.4;055.9;051.0
16;2019;8;3;D;057.7;064.1;060.9;055.2;045.6;040.3
16;2019;8;3;E;057.8;065.0;061.1;055.7;047.0;043.1
16;2019;8;3;N;054.9;063.6;059.1;048.6;039.4;036.3
16;2019;8;3;T;056.9;064.1;060.6;053.8;042.5;037.3
17;2019;8;3;D;055.3;063.8;058.1;053.0;047.8;043.0
17;2019;8;3;E;060.4;072.0;061.1;056.7;052.1;048.6
17;2019;8;3;N;059.1;068.8;064.2;052.2;041.0;036.3
17;2019;8;3;T;057.2;066.6;059.7;053.7;044.7;037.6
18;2019;8;3;D;056.0;065.6;059.9;051.2;043.9;041.6
18;2019;8;3;E;055.4;064.9;058.3;051.9;046.5;043.6
18;2019;8;3;N;052.8;064.0;055.1;046.3;041.1;040.0
18;2019;8;3;T;054.7;064.7;058.3;049.7;042.4;040.3
19;2019;8;3;D;058.2;068.5;061.2;054.1;047.9;043.9
19;2019;8;3;E;057.9;067.6;060.9;054.7;050.5;048.1
19;2019;8;3;N;053.8;063.2;057.0;048.9;040.5;036.4
19;2019;8;3;T;057.0;067.4;060.2;052.8;044.3;038.0
20;2019;8;3;D;057.5;065.3;059.1;053.6;048.9;042.9
20;2019;8;3;E;056.7;065.3;059.3;054.3;051.7;050.2
20;2019;8;3;N;054.1;063.2;055.0;047.8;042.1;038.2
20;2019;8;3;T;056.5;064.7;058.4;052.5;045.2;039.3
24;2019;8;3;D;047.9;054.9;050.7;046.4;042.3;039.8
24;2019;8;3;E;048.9;055.6;051.5;047.5;045.2;043.1
24;2019;8;3;N;042.5;050.8;044.6;041.7;037.2;036.0
24;2019;8;3;T;047.0;054.7;050.1;045.2;039.8;036.3
25;2019;8;3;D;064.5;067.9;066.2;064.2;061.8;059.4
25;2019;8;3;E;064.2;067.6;065.3;063.5;061.5;059.4
25;2019;8;3;N;061.9;066.7;064.6;061.4;055.5;049.7
25;2019;8;3;T;063.7;067.8;065.7;063.4;059.1;052.2
26;2019;8;3;D;058.0;065.0;061.3;055.8;053.1;051.0
26;2019;8;3;E;057.7;064.7;060.8;054.9;052.5;050.4
26;2019;8;3;N;055.6;064.2;058.7;053.8;047.6;043.6
26;2019;8;3;T;057.2;064.8;060.6;055.0;051.2;045.3
27;2019;8;3;D;059.2;069.9;063.0;053.0;046.8;042.8
27;2019;8;3;E;058.0;069.0;061.9;049.4;046.5;043.4
27;2019;8;3;N;055.6;067.7;057.3;048.6;040.7;036.3
27;2019;8;3;T;058.1;069.3;061.4;050.3;044.4;037.6
28;2019;8;3;D;064.8;072.9;068.8;061.4;050.8;042.5
28;2019;8;3;E;063.9;072.5;067.8;060.1;050.2;045.2
28;2019;8;3;N;058.0;069.3;061.7;046.6;036.4;035.1
28;2019;8;3;T;063.3;072.3;067.6;058.1;040.8;035.4
29;2019;8;3;D;054.6;063.1;058.1;050.9;043.0;039.1
29;2019;8;3;E;054.3;063.0;058.0;051.0;044.0;039.8
29;2019;8;3;N;049.2;060.8;052.8;040.9;035.0;034.1
29;2019;8;3;T;053.5;062.7;057.2;048.2;037.3;034.3
30;2019;8;3;D;055.4;062.5;058.2;054.2;046.4;043.0
30;2019;8;3;E;056.6;063.2;059.0;055.4;052.6;051.0
30;2019;8;3;N;050.7;059.8;055.0;044.7;041.0;040.0
30;2019;8;3;T;054.7;062.3;057.9;053.2;042.3;040.3
31;2019;8;3;D;059.9;070.6;064.9;050.5;046.3;043.8
31;2019;8;3;E;060.8;070.2;065.7;053.5;049.3;047.4
31;2019;8;3;N;052.6;064.3;049.8;045.6;042.7;040.6
31;2019;8;3;T;058.9;070.0;063.2;049.2;044.2;041.4
47;2019;8;3;D;050.1;058.8;052.8;047.3;041.1;038.3
47;2019;8;3;E;053.6;063.1;054.5;049.5;043.7;041.8
47;2019;8;3;N;048.0;057.5;051.0;044.0;036.6;035.2
47;2019;8;3;T;050.3;059.0;052.4;046.3;039.1;035.7
48;2019;8;3;D;058.8;063.7;060.9;058.0;053.6;049.7
48;2019;8;3;E;059.2;064.1;061.1;058.7;055.4;053.0
48;2019;8;3;N;057.1;062.7;059.9;056.0;051.2;048.5
48;2019;8;3;T;058.4;063.6;060.7;057.6;052.7;049.2
50;2019;8;3;D;062.5;069.0;063.7;060.1;056.3;053.6
50;2019;8;3;E;062.9;069.3;064.2;060.8;057.6;055.4
50;2019;8;3;N;060.4;067.5;062.5;057.2;051.7;048.4
50;2019;8;3;T;062.1;069.0;063.7;059.6;054.5;049.9
54;2019;8;3;D;056.9;063.8;060.2;055.3;049.1;044.0
54;2019;8;3;E;057.5;064.2;060.5;056.2;052.1;048.5
54;2019;8;3;N;052.8;062.1;056.5;050.0;040.4;037.3
54;2019;8;3;T;056.1;063.6;059.6;054.1;044.6;038.2
55;2019;8;3;D;053.3;061.3;055.6;050.6;047.5;045.3
55;2019;8;3;E;053.8;061.9;055.9;050.3;047.5;046.2
55;2019;8;3;N;049.8;059.3;051.4;046.9;044.3;041.2
55;2019;8;3;T;052.4;060.9;054.8;049.4;045.6;042.3
86;2019;8;3;D;053.1;063.4;056.6;047.7;043.8;038.7
86;2019;8;3;E;053.8;063.5;057.3;049.5;046.7;044.1
86;2019;8;3;N;048.6;060.5;050.3;042.7;038.1;037.1
86;2019;8;3;T;052.2;062.8;055.6;046.9;039.7;037.3
1;2019;8;2;D;067.0;073.0;069.9;065.8;059.9;057.1
1;2019;8;2;E;065.1;071.4;068.5;062.3;058.1;055.5
1;2019;8;2;N;062.9;070.3;067.1;059.6;053.1;050.1
1;2019;8;2;T;065.6;072.2;069.2;063.3;056.2;051.1
2;2019;8;2;D;069.0;074.8;070.6;067.6;064.3;061.5
2;2019;8;2;E;067.9;073.8;069.5;066.5;063.2;061.1
2;2019;8;2;N;066.0;072.0;067.7;062.2;055.6;050.4
2;2019;8;2;T;068.1;074.0;069.8;066.4;059.5;052.2
3;2019;8;2;D;063.1;076.4;064.4;058.7;054.5;049.8
3;2019;8;2;E;066.9;070.2;065.2;059.4;056.5;054.9
3;2019;8;2;N;058.5;067.7;061.5;054.0;049.9;048.1
3;2019;8;2;T;063.2;074.4;063.9;057.9;051.5;048.5
4;2019;8;2;D;062.1;070.6;064.2;060.3;057.3;055.3
4;2019;8;2;E;061.3;069.7;063.2;059.3;056.5;055.0
4;2019;8;2;N;058.1;066.4;061.2;055.2;049.0;045.1
4;2019;8;2;T;061.0;069.6;063.4;059.0;052.8;046.4
